,tourney_year,tourney_name,tourney_location,tourney_dates,tourney_conditions,tourney_surface,player_ranking,opponent_name,match_win_loss,match_score
436,2004,Dubai,"Dubai, U.A.E.",2004.03.01 - 2004.03.07,Outdoor,Hard,1,Jarkko Nieminen,W,76(7) 62
437,2004,Dubai,"Dubai, U.A.E.",2004.03.01 - 2004.03.07,Outdoor,Hard,1,Andrei Pavel,W,63 63
438,2004,Dubai,"Dubai, U.A.E.",2004.03.01 - 2004.03.07,Outdoor,Hard,1,Tommy Robredo,W,63 64
439,2004,Dubai,"Dubai, U.A.E.",2004.03.01 - 2004.03.07,Outdoor,Hard,1,Marat Safin,W,76(2) 76(4) 
440,2004,Rotterdam,"Rotterdam, Netherlands",2004.02.16 - 2004.02.22,Indoor,Hard,1,Tim Henman,L,36 67(9) 
441,2004,Rotterdam,"Rotterdam, Netherlands",2004.02.16 - 2004.02.22,Indoor,Hard,1,Andrei Pavel,W,76(2) 75
442,2004,Rotterdam,"Rotterdam, Netherlands",2004.02.16 - 2004.02.22,Indoor,Hard,1,Arnaud Clement,W,64 63
443,2004,ROM v. SUI WG 1st RD,Romania,2004.02.02 - 2004.02.08,Indoor,Clay,1,Andrei Pavel,W,63 62 75
444,2004,ROM v. SUI WG 1st RD,Romania,2004.02.02 - 2004.02.08,Indoor,Clay,1,Victor Hanescu,W,76(4) 63 61
445,2004,Australian Open,"Melbourne, Australia",2004.01.19 - 2004.02.01,Outdoor,Hard,2,Marat Safin,W,76(3) 64 62
446,2004,Australian Open,"Melbourne, Australia",2004.01.19 - 2004.02.01,Outdoor,Hard,2,Juan Carlos Ferrero,W,64 61 64
447,2004,Australian Open,"Melbourne, Australia",2004.01.19 - 2004.02.01,Outdoor,Hard,2,David Nalbandian,W,75 64 57 63
448,2004,Australian Open,"Melbourne, Australia",2004.01.19 - 2004.02.01,Outdoor,Hard,2,Lleyton Hewitt,W,46 63 60 64
449,2004,Australian Open,"Melbourne, Australia",2004.01.19 - 2004.02.01,Outdoor,Hard,2,Todd Reid,W,63 60 61
450,2004,Australian Open,"Melbourne, Australia",2004.01.19 - 2004.02.01,Outdoor,Hard,2,Jeff Morrison,W,62 63 64
451,2004,Australian Open,"Melbourne, Australia",2004.01.19 - 2004.02.01,Outdoor,Hard,2,Alex Bogomolov Jr.,W,63 64 60
452,2005,Tennis Masters Cup,"Shanghai, China",2005.11.14 - 2005.11.20,Indoor,Carpet,1,David Nalbandian,L,76(4) 76(11) 26 16 67(3) 
453,2005,Tennis Masters Cup,"Shanghai, China",2005.11.14 - 2005.11.20,Indoor,Carpet,1,Gaston Gaudio,W,60 60
454,2005,Tennis Masters Cup,"Shanghai, China",2005.11.14 - 2005.11.20,Indoor,Carpet,1,Guillermo Coria,W,60 16 62
455,2005,Tennis Masters Cup,"Shanghai, China",2005.11.14 - 2005.11.20,Indoor,Carpet,1,Ivan Ljubicic,W,63 26 76(4) 
456,2005,Tennis Masters Cup,"Shanghai, China",2005.11.14 - 2005.11.20,Indoor,Carpet,1,David Nalbandian,W,63 26 64
457,2005,Bangkok,"Bangkok, Thailand",2005.09.26 - 2005.10.02,Indoor,Hard,1,Andy Murray,W,63 75
458,2005,Bangkok,"Bangkok, Thailand",2005.09.26 - 2005.10.02,Indoor,Hard,1,Jarkko Nieminen,W,63 64
459,2005,Bangkok,"Bangkok, Thailand",2005.09.26 - 2005.10.02,Indoor,Hard,1,Gilles Muller,W,64 63
460,2005,Bangkok,"Bangkok, Thailand",2005.09.26 - 2005.10.02,Indoor,Hard,1,Denis Gremelmayr,W,63 62
461,2005,Bangkok,"Bangkok, Thailand",2005.09.26 - 2005.10.02,Indoor,Hard,1,Marcos Daniel,W,76(4) 64
462,2005,SUI vs. GBR WG PO,"Geneva, Switzerland",2005.09.19 - 2005.09.25,Indoor,Clay,1,Alan Mackin,W,60 60 62
463,2005,US Open,"New York, NY, U.S.A.",2005.08.29 - 2005.09.11,Outdoor,Hard,1,Andre Agassi,W,63 26 76(1) 61
464,2005,US Open,"New York, NY, U.S.A.",2005.08.29 - 2005.09.11,Outdoor,Hard,1,Lleyton Hewitt,W,63 76 46 63
465,2005,US Open,"New York, NY, U.S.A.",2005.08.29 - 2005.09.11,Outdoor,Hard,1,David Nalbandian,W,62 64 61
466,2005,US Open,"New York, NY, U.S.A.",2005.08.29 - 2005.09.11,Outdoor,Hard,1,Nicolas Kiefer,W,64 67(3) 63 64
467,2005,US Open,"New York, NY, U.S.A.",2005.08.29 - 2005.09.11,Outdoor,Hard,1,Olivier Rochus,W,63 76(6) 62
468,2005,US Open,"New York, NY, U.S.A.",2005.08.29 - 2005.09.11,Outdoor,Hard,1,Fabrice Santoro,W,75 75 76(2) 
469,2005,US Open,"New York, NY, U.S.A.",2005.08.29 - 2005.09.11,Outdoor,Hard,1,Ivo Minar,W,61 61 61
470,2005,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, OH, U.S.A.",2005.08.15 - 2005.08.21,Outdoor,Hard,1,Andy Roddick,W,63 75
471,2005,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, OH, U.S.A.",2005.08.15 - 2005.08.21,Outdoor,Hard,1,Robby Ginepri,W,46 75 64
472,2005,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, OH, U.S.A.",2005.08.15 - 2005.08.21,Outdoor,Hard,1,Jose Acasuso,W,64 63
473,2005,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, OH, U.S.A.",2005.08.15 - 2005.08.21,Outdoor,Hard,1,Olivier Rochus,W,63 64
474,2005,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, OH, U.S.A.",2005.08.15 - 2005.08.21,Outdoor,Hard,1,Nicolas Kiefer,W,46 64 64
475,2005,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, OH, U.S.A.",2005.08.15 - 2005.08.21,Outdoor,Hard,1,James Blake,W,76(3) 75
476,2005,Wimbledon,"London, England",2005.06.20 - 2005.07.03,Outdoor,Grass,1,Andy Roddick,W,62 76(2) 64
477,2005,Wimbledon,"London, England",2005.06.20 - 2005.07.03,Outdoor,Grass,1,Lleyton Hewitt,W,63 64 76(4) 
478,2005,Wimbledon,"London, England",2005.06.20 - 2005.07.03,Outdoor,Grass,1,Fernando Gonzalez,W,75 62 76(2) 
479,2005,Wimbledon,"London, England",2005.06.20 - 2005.07.03,Outdoor,Grass,1,Juan Carlos Ferrero,W,63 64 76(6) 
480,2005,Wimbledon,"London, England",2005.06.20 - 2005.07.03,Outdoor,Grass,1,Nicolas Kiefer,W,62 67(5) 61 75
481,2005,Wimbledon,"London, England",2005.06.20 - 2005.07.03,Outdoor,Grass,1,Ivo Minar,W,64 64 61
482,2005,Wimbledon,"London, England",2005.06.20 - 2005.07.03,Outdoor,Grass,1,Paul-Henri Mathieu,W,64 62 64
483,2005,Halle,"Halle, Germany",2005.06.06 - 2005.06.12,Outdoor,Grass,1,Marat Safin,W,64 67(6) 64
484,2005,Halle,"Halle, Germany",2005.06.06 - 2005.06.12,Outdoor,Grass,1,Tommy Haas,W,64 76(9) 
485,2005,Halle,"Halle, Germany",2005.06.06 - 2005.06.12,Outdoor,Grass,1,Philipp Kohlschreiber,W,63 64
486,2005,Halle,"Halle, Germany",2005.06.06 - 2005.06.12,Outdoor,Grass,1,Florian Mayer,W,62 64
487,2005,Halle,"Halle, Germany",2005.06.06 - 2005.06.12,Outdoor,Grass,1,Robin Soderling,W,67(5) 76(6) 64
488,2005,Roland Garros,"Paris, France",2005.05.23 - 2005.06.05,Outdoor,Clay,1,Rafael Nadal,L,36 64 46 36
489,2005,Roland Garros,"Paris, France",2005.05.23 - 2005.06.05,Outdoor,Clay,1,Victor Hanescu,W,62 76(3) 63
490,2005,Roland Garros,"Paris, France",2005.05.23 - 2005.06.05,Outdoor,Clay,1,Carlos Moya,W,61 64 63
491,2005,Roland Garros,"Paris, France",2005.05.23 - 2005.06.05,Outdoor,Clay,1,Fernando Gonzalez,W,76(9) 75 62
492,2005,Roland Garros,"Paris, France",2005.05.23 - 2005.06.05,Outdoor,Clay,1,Nicolas Almagro,W,63 76 62
493,2005,Roland Garros,"Paris, France",2005.05.23 - 2005.06.05,Outdoor,Clay,1,Dudi Sela,W,61 64 60
494,2005,ATP World Tour Masters 1000 Hamburg,"Hamburg, Germany",2005.05.09 - 2005.05.15,Outdoor,Clay,1,Richard Gasquet,W,63 75 76(4) 
495,2005,ATP World Tour Masters 1000 Hamburg,"Hamburg, Germany",2005.05.09 - 2005.05.15,Outdoor,Clay,1,Nikolay Davydenko,W,63 64
496,2005,ATP World Tour Masters 1000 Hamburg,"Hamburg, Germany",2005.05.09 - 2005.05.15,Outdoor,Clay,1,Guillermo Coria,W,64 76(3) 
497,2005,ATP World Tour Masters 1000 Hamburg,"Hamburg, Germany",2005.05.09 - 2005.05.15,Outdoor,Clay,1,Tommy Robredo,W,62 63
498,2005,ATP World Tour Masters 1000 Hamburg,"Hamburg, Germany",2005.05.09 - 2005.05.15,Outdoor,Clay,1,Tomas Berdych,W,62 61
499,2005,ATP World Tour Masters 1000 Hamburg,"Hamburg, Germany",2005.05.09 - 2005.05.15,Outdoor,Clay,1,Fernando Verdasco,W,64 63
500,2005,ATP World Tour Masters 1000 Monte Carlo,"Monte Carlo, Monaco",2005.04.11 - 2005.04.17,Outdoor,Clay,1,Richard Gasquet,L,76(1) 26 67(8) 
501,2005,ATP World Tour Masters 1000 Monte Carlo,"Monte Carlo, Monaco",2005.04.11 - 2005.04.17,Outdoor,Clay,1,Fernando Gonzalez,W,62 67(3) 64
502,2005,ATP World Tour Masters 1000 Monte Carlo,"Monte Carlo, Monaco",2005.04.11 - 2005.04.17,Outdoor,Clay,1,Albert Montanes,W,63 64
503,2005,ATP World Tour Masters 1000 Monte Carlo,"Monte Carlo, Monaco",2005.04.11 - 2005.04.17,Outdoor,Clay,1,Greg Rusedski,W,63 61
504,2005,ATP World Tour Masters 1000 Miami,"Miami, FL, U.S.A.",2005.03.21 - 2005.04.03,Outdoor,Hard,1,Rafael Nadal,W,26 67(4) 76(5) 63 61
505,2005,ATP World Tour Masters 1000 Miami,"Miami, FL, U.S.A.",2005.03.21 - 2005.04.03,Outdoor,Hard,1,Andre Agassi,W,64 63
506,2005,ATP World Tour Masters 1000 Miami,"Miami, FL, U.S.A.",2005.03.21 - 2005.04.03,Outdoor,Hard,1,Tim Henman,W,64 62
507,2005,ATP World Tour Masters 1000 Miami,"Miami, FL, U.S.A.",2005.03.21 - 2005.04.03,Outdoor,Hard,1,Mario Ancic,W,63 46 64
508,2005,ATP World Tour Masters 1000 Miami,"Miami, FL, U.S.A.",2005.03.21 - 2005.04.03,Outdoor,Hard,1,Mariano Zabaleta,W,62 57 63
509,2005,ATP World Tour Masters 1000 Miami,"Miami, FL, U.S.A.",2005.03.21 - 2005.04.03,Outdoor,Hard,1,Olivier Rochus,W,63 61
510,2005,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2005.03.07 - 2005.03.20,Outdoor,Hard,1,Lleyton Hewitt,W,62 64 64
511,2005,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2005.03.07 - 2005.03.20,Outdoor,Hard,1,Guillermo Canas,W,63 61
512,2005,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2005.03.07 - 2005.03.20,Outdoor,Hard,1,Nicolas Kiefer,W,64 61
513,2005,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2005.03.07 - 2005.03.20,Outdoor,Hard,1,Ivan Ljubicic,W,76(3) 76(4) 
514,2005,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2005.03.07 - 2005.03.20,Outdoor,Hard,1,Gilles Muller,W,63 62
515,2005,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2005.03.07 - 2005.03.20,Outdoor,Hard,1,Mardy Fish,W,63 63
516,2005,Dubai,"Dubai, U.A.E.",2005.02.21 - 2005.02.27,Outdoor,Hard,1,Ivan Ljubicic,W,61 67(6) 63
517,2005,Dubai,"Dubai, U.A.E.",2005.02.21 - 2005.02.27,Outdoor,Hard,1,Andre Agassi,W,63 61
518,2005,Dubai,"Dubai, U.A.E.",2005.02.21 - 2005.02.27,Outdoor,Hard,1,Mikhail Youzhny,W,63 75
519,2005,Dubai,"Dubai, U.A.E.",2005.02.21 - 2005.02.27,Outdoor,Hard,1,Juan Carlos Ferrero,W,46 63 76(6) 
520,2005,Dubai,"Dubai, U.A.E.",2005.02.21 - 2005.02.27,Outdoor,Hard,1,Ivo Minar,W,67(5) 63 76(5) 
521,2005,Rotterdam,"Rotterdam, Netherlands",2005.02.14 - 2005.02.20,Indoor,Hard,1,Ivan Ljubicic,W,57 75 76(5) 
522,2005,Rotterdam,"Rotterdam, Netherlands",2005.02.14 - 2005.02.20,Indoor,Hard,1,Mario Ancic,W,75 63
523,2005,Rotterdam,"Rotterdam, Netherlands",2005.02.14 - 2005.02.20,Indoor,Hard,1,Nikolay Davydenko,W,75 75
524,2005,Rotterdam,"Rotterdam, Netherlands",2005.02.14 - 2005.02.20,Indoor,Hard,1,Stan Wawrinka,W,61 64
525,2005,Rotterdam,"Rotterdam, Netherlands",2005.02.14 - 2005.02.20,Indoor,Hard,1,Bohdan Ulihrach,W,63 64
526,2005,Australian Open,"Melbourne, Australia",2005.01.17 - 2005.01.30,Outdoor,Hard,1,Marat Safin,L,75 46 75 67(6) 79
527,2005,Australian Open,"Melbourne, Australia",2005.01.17 - 2005.01.30,Outdoor,Hard,1,Andre Agassi,W,63 64 64
528,2005,Australian Open,"Melbourne, Australia",2005.01.17 - 2005.01.30,Outdoor,Hard,1,Marcos Baghdatis,W,62 62 76(4) 
529,2005,Australian Open,"Melbourne, Australia",2005.01.17 - 2005.01.30,Outdoor,Hard,1,Jarkko Nieminen,W,63 52 (RET)
530,2005,Australian Open,"Melbourne, Australia",2005.01.17 - 2005.01.30,Outdoor,Hard,1,Takao Suzuki,W,63 64 64
531,2005,Australian Open,"Melbourne, Australia",2005.01.17 - 2005.01.30,Outdoor,Hard,1,Fabrice Santoro,W,61 61 62
532,2005,Doha,"Doha, Qatar",2005.01.03 - 2005.01.09,Outdoor,Hard,1,Ivan Ljubicic,W,63 61
533,2005,Doha,"Doha, Qatar",2005.01.03 - 2005.01.09,Outdoor,Hard,1,Nikolay Davydenko,W,63 64
534,2005,Doha,"Doha, Qatar",2005.01.03 - 2005.01.09,Outdoor,Hard,1,Feliciano Lopez,W,61 62
535,2005,Doha,"Doha, Qatar",2005.01.03 - 2005.01.09,Outdoor,Hard,1,Greg Rusedski,W,63 64
536,2005,Doha,"Doha, Qatar",2005.01.03 - 2005.01.09,Outdoor,Hard,1,David Ferrer,W,61 61
537,2006,Tennis Masters Cup,China,2006.11.13 - 2006.11.19,Indoor,Hard,1,James Blake,W,60 63 64
538,2006,Tennis Masters Cup,China,2006.11.13 - 2006.11.19,Indoor,Hard,1,Rafael Nadal,W,64 75
539,2006,Tennis Masters Cup,China,2006.11.13 - 2006.11.19,Indoor,Hard,1,Ivan Ljubicic,W,76(2) 64
540,2006,Tennis Masters Cup,China,2006.11.13 - 2006.11.19,Indoor,Hard,1,Andy Roddick,W,46 76(8) 64
541,2006,Tennis Masters Cup,China,2006.11.13 - 2006.11.19,Indoor,Hard,1,David Nalbandian,W,36 61 61
542,2006,Basel,"Basel, Switzerland",2006.10.23 - 2006.10.29,Indoor,Carpet,1,Fernando Gonzalez,W,63 62 76(3) 
543,2006,Basel,"Basel, Switzerland",2006.10.23 - 2006.10.29,Indoor,Carpet,1,Paradorn Srichaphan,W,64 36 76(5) 
544,2006,Basel,"Basel, Switzerland",2006.10.23 - 2006.10.29,Indoor,Carpet,1,David Ferrer,W,63 76(14) 
545,2006,Basel,"Basel, Switzerland",2006.10.23 - 2006.10.29,Indoor,Carpet,1,Guillermo Garcia-Lopez,W,62 60
546,2006,Basel,"Basel, Switzerland",2006.10.23 - 2006.10.29,Indoor,Carpet,1,Tomas Zib,W,61 62
547,2006,ATP World Tour Masters 1000 Madrid,"Madrid, Spain",2006.10.16 - 2006.10.22,Indoor,Hard,1,Fernando Gonzalez,W,75 61 60
548,2006,ATP World Tour Masters 1000 Madrid,"Madrid, Spain",2006.10.16 - 2006.10.22,Indoor,Hard,1,David Nalbandian,W,64 60
549,2006,ATP World Tour Masters 1000 Madrid,"Madrid, Spain",2006.10.16 - 2006.10.22,Indoor,Hard,1,Robby Ginepri,W,63 76(4) 
550,2006,ATP World Tour Masters 1000 Madrid,"Madrid, Spain",2006.10.16 - 2006.10.22,Indoor,Hard,1,Robin Soderling,W,76(5) 76(8) 
551,2006,ATP World Tour Masters 1000 Madrid,"Madrid, Spain",2006.10.16 - 2006.10.22,Indoor,Hard,1,Nicolas Massu,W,63 62
552,2006,Tokyo,"Tokyo, Japan",2006.10.02 - 2006.10.08,Outdoor,Hard,1,Tim Henman,W,63 63
553,2006,Tokyo,"Tokyo, Japan",2006.10.02 - 2006.10.08,Outdoor,Hard,1,Benjamin Becker,W,63 64
554,2006,Tokyo,"Tokyo, Japan",2006.10.02 - 2006.10.08,Outdoor,Hard,1,Takao Suzuki,W,46 75 76(3) 
555,2006,Tokyo,"Tokyo, Japan",2006.10.02 - 2006.10.08,Outdoor,Hard,1,Wesley Moodie,W,62 61
556,2006,Tokyo,"Tokyo, Japan",2006.10.02 - 2006.10.08,Outdoor,Hard,1,Viktor Troicki,W,76(2) 76(3) 
557,2006,SUI v. SCG WG PO,Switzerland,2006.09.18 - 2006.09.24,Indoor,Hard,1,Novak Djokovic,W,63 62 63
558,2006,SUI v. SCG WG PO,Switzerland,2006.09.18 - 2006.09.24,Indoor,Hard,1,Janko Tipsarevic,W,63 62 62
559,2006,US Open,"New York, NY, U.S.A.",2006.08.28 - 2006.09.10,Outdoor,Hard,1,Andy Roddick,W,62 46 75 61
560,2006,US Open,"New York, NY, U.S.A.",2006.08.28 - 2006.09.10,Outdoor,Hard,1,Nikolay Davydenko,W,61 75 64
561,2006,US Open,"New York, NY, U.S.A.",2006.08.28 - 2006.09.10,Outdoor,Hard,1,James Blake,W,76(7) 60 67(9) 64
562,2006,US Open,"New York, NY, U.S.A.",2006.08.28 - 2006.09.10,Outdoor,Hard,1,Marc Gicquel,W,63 76(2) 63
563,2006,US Open,"New York, NY, U.S.A.",2006.08.28 - 2006.09.10,Outdoor,Hard,1,Vincent Spadea,W,63 63 60
564,2006,US Open,"New York, NY, U.S.A.",2006.08.28 - 2006.09.10,Outdoor,Hard,1,Tim Henman,W,63 64 75
565,2006,US Open,"New York, NY, U.S.A.",2006.08.28 - 2006.09.10,Outdoor,Hard,1,Jimmy Wang,W,64 61 60
566,2006,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, OH, U.S.A.",2006.08.14 - 2006.08.20,Outdoor,Hard,1,Andy Murray,L,57 46
567,2006,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, OH, U.S.A.",2006.08.14 - 2006.08.20,Outdoor,Hard,1,Paradorn Srichaphan,W,75 64
568,2006,ATP World Tour Masters 1000 Canada,"Toronto, Canada",2006.08.07 - 2006.08.13,Outdoor,Hard,1,Richard Gasquet,W,26 63 62
569,2006,ATP World Tour Masters 1000 Canada,"Toronto, Canada",2006.08.07 - 2006.08.13,Outdoor,Hard,1,Fernando Gonzalez,W,61 57 63
570,2006,ATP World Tour Masters 1000 Canada,"Toronto, Canada",2006.08.07 - 2006.08.13,Outdoor,Hard,1,Xavier Malisse,W,76(4) 67(5) 63
571,2006,ATP World Tour Masters 1000 Canada,"Toronto, Canada",2006.08.07 - 2006.08.13,Outdoor,Hard,1,Dmitry Tursunov,W,63 57 60
572,2006,ATP World Tour Masters 1000 Canada,"Toronto, Canada",2006.08.07 - 2006.08.13,Outdoor,Hard,1,Sebastien Grosjean,W,63 63
573,2006,ATP World Tour Masters 1000 Canada,"Toronto, Canada",2006.08.07 - 2006.08.13,Outdoor,Hard,1,Paul-Henri Mathieu,W,63 64
574,2006,Wimbledon,"London, England",2006.06.26 - 2006.07.09,Outdoor,Grass,1,Rafael Nadal,W,60 76(5) 67(2) 63
575,2006,Wimbledon,"London, England",2006.06.26 - 2006.07.09,Outdoor,Grass,1,Jonas Bjorkman,W,62 60 62
576,2006,Wimbledon,"London, England",2006.06.26 - 2006.07.09,Outdoor,Grass,1,Mario Ancic,W,64 64 64
577,2006,Wimbledon,"London, England",2006.06.26 - 2006.07.09,Outdoor,Grass,1,Tomas Berdych,W,63 63 64
578,2006,Wimbledon,"London, England",2006.06.26 - 2006.07.09,Outdoor,Grass,1,Nicolas Mahut,W,63 76(2) 64
579,2006,Wimbledon,"London, England",2006.06.26 - 2006.07.09,Outdoor,Grass,1,Tim Henman,W,64 60 62
580,2006,Wimbledon,"London, England",2006.06.26 - 2006.07.09,Outdoor,Grass,1,Richard Gasquet,W,63 62 62
581,2006,Halle,"Halle, Germany",2006.06.12 - 2006.06.18,Outdoor,Grass,1,Tomas Berdych,W,60 67(4) 62
582,2006,Halle,"Halle, Germany",2006.06.12 - 2006.06.18,Outdoor,Grass,1,Tommy Haas,W,64 67(4) 63
583,2006,Halle,"Halle, Germany",2006.06.12 - 2006.06.18,Outdoor,Grass,1,Olivier Rochus,W,67(2) 76(9) 76(5) 
584,2006,Halle,"Halle, Germany",2006.06.12 - 2006.06.18,Outdoor,Grass,1,Richard Gasquet,W,76(7) 67(7) 64
585,2006,Halle,"Halle, Germany",2006.06.12 - 2006.06.18,Outdoor,Grass,1,Rohan Bopanna,W,76(4) 62
586,2006,Roland Garros,"Paris, France",2006.05.29 - 2006.06.11,Outdoor,Clay,1,Rafael Nadal,L,61 16 46 67(4) 
587,2006,Roland Garros,"Paris, France",2006.05.29 - 2006.06.11,Outdoor,Clay,1,David Nalbandian,W,36 64 52 (RET)
588,2006,Roland Garros,"Paris, France",2006.05.29 - 2006.06.11,Outdoor,Clay,1,Mario Ancic,W,64 63 64
589,2006,Roland Garros,"Paris, France",2006.05.29 - 2006.06.11,Outdoor,Clay,1,Tomas Berdych,W,63 62 63
590,2006,Roland Garros,"Paris, France",2006.05.29 - 2006.06.11,Outdoor,Clay,1,Nicolas Massu,W,61 62 67(4) 75
591,2006,Roland Garros,"Paris, France",2006.05.29 - 2006.06.11,Outdoor,Clay,1,Alejandro Falla,W,61 64 63
592,2006,Roland Garros,"Paris, France",2006.05.29 - 2006.06.11,Outdoor,Clay,1,Diego Hartfield,W,75 76(2) 62
593,2006,ATP World Tour Masters 1000 Rome,"Rome, Italy",2006.05.08 - 2006.05.14,Outdoor,Clay,1,Rafael Nadal,L,76 67(5) 46 62 67(5) 
594,2006,ATP World Tour Masters 1000 Rome,"Rome, Italy",2006.05.08 - 2006.05.14,Outdoor,Clay,1,David Nalbandian,W,63 36 76(5) 
595,2006,ATP World Tour Masters 1000 Rome,"Rome, Italy",2006.05.08 - 2006.05.14,Outdoor,Clay,1,Nicolas Almagro,W,63 67(2) 75
596,2006,ATP World Tour Masters 1000 Rome,"Rome, Italy",2006.05.08 - 2006.05.14,Outdoor,Clay,1,Radek Stepanek,W,61 64
597,2006,ATP World Tour Masters 1000 Rome,"Rome, Italy",2006.05.08 - 2006.05.14,Outdoor,Clay,1,Potito Starace,W,63 76(2) 
598,2006,ATP World Tour Masters 1000 Rome,"Rome, Italy",2006.05.08 - 2006.05.14,Outdoor,Clay,1,Juan Ignacio Chela,W,62 61
599,2006,ATP World Tour Masters 1000 Monte Carlo,"Monte Carlo, Monaco",2006.04.17 - 2006.04.23,Outdoor,Clay,1,Rafael Nadal,L,26 76(2) 36 67(5) 
600,2006,ATP World Tour Masters 1000 Monte Carlo,"Monte Carlo, Monaco",2006.04.17 - 2006.04.23,Outdoor,Clay,1,Fernando Gonzalez,W,62 64
601,2006,ATP World Tour Masters 1000 Monte Carlo,"Monte Carlo, Monaco",2006.04.17 - 2006.04.23,Outdoor,Clay,1,David Ferrer,W,61 63
602,2006,ATP World Tour Masters 1000 Monte Carlo,"Monte Carlo, Monaco",2006.04.17 - 2006.04.23,Outdoor,Clay,1,Benjamin Balleret,W,63 62
603,2006,ATP World Tour Masters 1000 Monte Carlo,"Monte Carlo, Monaco",2006.04.17 - 2006.04.23,Outdoor,Clay,1,Alberto Martin,W,60 61
604,2006,ATP World Tour Masters 1000 Monte Carlo,"Monte Carlo, Monaco",2006.04.17 - 2006.04.23,Outdoor,Clay,1,Novak Djokovic,W,63 26 63
605,2006,ATP World Tour Masters 1000 Miami,"Miami, FL, U.S.A.",2006.03.20 - 2006.04.02,Outdoor,Hard,1,Ivan Ljubicic,W,76(5) 76(4) 76(6) 
606,2006,ATP World Tour Masters 1000 Miami,"Miami, FL, U.S.A.",2006.03.20 - 2006.04.02,Outdoor,Hard,1,David Ferrer,W,61 64
607,2006,ATP World Tour Masters 1000 Miami,"Miami, FL, U.S.A.",2006.03.20 - 2006.04.02,Outdoor,Hard,1,James Blake,W,76(2) 64
608,2006,ATP World Tour Masters 1000 Miami,"Miami, FL, U.S.A.",2006.03.20 - 2006.04.02,Outdoor,Hard,1,Dmitry Tursunov,W,63 63
609,2006,ATP World Tour Masters 1000 Miami,"Miami, FL, U.S.A.",2006.03.20 - 2006.04.02,Outdoor,Hard,1,Tommy Haas,W,61 63
610,2006,ATP World Tour Masters 1000 Miami,"Miami, FL, U.S.A.",2006.03.20 - 2006.04.02,Outdoor,Hard,1,Arnaud Clement,W,62 67(4) 60
611,2006,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2006.03.06 - 2006.03.19,Outdoor,Hard,1,James Blake,W,75 63 60
612,2006,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2006.03.06 - 2006.03.19,Outdoor,Hard,1,Paradorn Srichaphan,W,62 63
613,2006,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2006.03.06 - 2006.03.19,Outdoor,Hard,1,Ivan Ljubicic,W,62 63
614,2006,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2006.03.06 - 2006.03.19,Outdoor,Hard,1,Richard Gasquet,W,63 64
615,2006,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2006.03.06 - 2006.03.19,Outdoor,Hard,1,Olivier Rochus,W,36 62 75
616,2006,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2006.03.06 - 2006.03.19,Outdoor,Hard,1,Nicolas Massu,W,63 76(4) 
617,2006,Dubai,"Dubai, U.A.E.",2006.02.27 - 2006.03.05,Outdoor,Hard,1,Rafael Nadal,L,62 46 46
618,2006,Dubai,"Dubai, U.A.E.",2006.02.27 - 2006.03.05,Outdoor,Hard,1,Mikhail Youzhny,W,62 63
619,2006,Dubai,"Dubai, U.A.E.",2006.02.27 - 2006.03.05,Outdoor,Hard,1,Robin Vik,W,63 62
620,2006,Dubai,"Dubai, U.A.E.",2006.02.27 - 2006.03.05,Outdoor,Hard,1,Mohammad Ghareeb,W,76(5) 64
621,2006,Dubai,"Dubai, U.A.E.",2006.02.27 - 2006.03.05,Outdoor,Hard,1,Stan Wawrinka,W,76(3) 63
622,2006,Australian Open,"Melbourne, Australia",2006.01.16 - 2006.01.29,Outdoor,Hard,1,Marcos Baghdatis,W,57 75 60 62
623,2006,Australian Open,"Melbourne, Australia",2006.01.16 - 2006.01.29,Outdoor,Hard,1,Nicolas Kiefer,W,63 57 60 62
624,2006,Australian Open,"Melbourne, Australia",2006.01.16 - 2006.01.29,Outdoor,Hard,1,Nikolay Davydenko,W,64 36 76(7) 76(5) 
