,tourney_year,tourney_name,tourney_location,tourney_dates,tourney_conditions,tourney_surface,player_ranking,opponent_name,match_win_loss,match_score
820,2009,ATP World Tour Masters 1000 Canada,"Montreal, Canada",2009.08.10 - 2009.08.16,Outdoor,Hard,1,Stan Wawrinka,W,63 76(5) 
821,2009,ATP World Tour Masters 1000 Canada,"Montreal, Canada",2009.08.10 - 2009.08.16,Outdoor,Hard,1,Frederic Niemeyer,W,76(3) 64
822,2009,Wimbledon,"London, Great Britain",2009.06.22 - 2009.07.05,Outdoor,Grass,2,Andy Roddick,W,57 76(6) 76(5) 36 16-14
823,2009,Wimbledon,"London, Great Britain",2009.06.22 - 2009.07.05,Outdoor,Grass,2,Tommy Haas,W,76(3) 75 63
824,2009,Wimbledon,"London, Great Britain",2009.06.22 - 2009.07.05,Outdoor,Grass,2,Ivo Karlovic,W,63 75 76(3) 
825,2009,Wimbledon,"London, Great Britain",2009.06.22 - 2009.07.05,Outdoor,Grass,2,Robin Soderling,W,64 76(5) 76(5) 
826,2009,Wimbledon,"London, Great Britain",2009.06.22 - 2009.07.05,Outdoor,Grass,2,Philipp Kohlschreiber,W,63 62 67(5) 61
827,2009,Wimbledon,"London, Great Britain",2009.06.22 - 2009.07.05,Outdoor,Grass,2,Guillermo Garcia-Lopez,W,62 62 64
828,2009,Wimbledon,"London, Great Britain",2009.06.22 - 2009.07.05,Outdoor,Grass,2,Yen-Hsun Lu,W,75 63 62
829,2009,Roland Garros,"Paris, France",2009.05.25 - 2009.06.07,Outdoor,Clay,2,Robin Soderling,W,61 76(1) 64
830,2009,Roland Garros,"Paris, France",2009.05.25 - 2009.06.07,Outdoor,Clay,2,Juan Martin del Potro,W,36 76(2) 26 61 64
831,2009,Roland Garros,"Paris, France",2009.05.25 - 2009.06.07,Outdoor,Clay,2,Gael Monfils,W,76(6) 62 64
832,2009,Roland Garros,"Paris, France",2009.05.25 - 2009.06.07,Outdoor,Clay,2,Tommy Haas,W,67(4) 57 64 60 62
833,2009,Roland Garros,"Paris, France",2009.05.25 - 2009.06.07,Outdoor,Clay,2,Paul-Henri Mathieu,W,46 61 64 64
834,2009,Roland Garros,"Paris, France",2009.05.25 - 2009.06.07,Outdoor,Clay,2,Jose Acasuso,W,76(8) 57 76(2) 62
835,2009,Roland Garros,"Paris, France",2009.05.25 - 2009.06.07,Outdoor,Clay,2,Alberto Martin,W,64 63 62
836,2009,ATP World Tour Masters 1000 Madrid,"Madrid, Spain",2009.05.11 - 2009.05.17,Outdoor,Clay,2,Rafael Nadal,W,64 64
837,2009,ATP World Tour Masters 1000 Madrid,"Madrid, Spain",2009.05.11 - 2009.05.17,Outdoor,Clay,2,Juan Martin del Potro,W,63 64
838,2009,ATP World Tour Masters 1000 Madrid,"Madrid, Spain",2009.05.11 - 2009.05.17,Outdoor,Clay,2,Andy Roddick,W,75 67(5) 61
839,2009,ATP World Tour Masters 1000 Madrid,"Madrid, Spain",2009.05.11 - 2009.05.17,Outdoor,Clay,2,James Blake,W,62 64
840,2009,ATP World Tour Masters 1000 Madrid,"Madrid, Spain",2009.05.11 - 2009.05.17,Outdoor,Clay,2,Robin Soderling,W,61 75
841,2009,ATP World Tour Masters 1000 Rome,"Rome, Italy",2009.04.27 - 2009.05.03,Outdoor,Clay,2,Novak Djokovic,L,64 36 36
842,2009,ATP World Tour Masters 1000 Rome,"Rome, Italy",2009.04.27 - 2009.05.03,Outdoor,Clay,2,Mischa Zverev,W,76(3) 62
843,2009,ATP World Tour Masters 1000 Rome,"Rome, Italy",2009.04.27 - 2009.05.03,Outdoor,Clay,2,Radek Stepanek,W,64 61
844,2009,ATP World Tour Masters 1000 Rome,"Rome, Italy",2009.04.27 - 2009.05.03,Outdoor,Clay,2,Ivo Karlovic,W,64 64
845,2009,ATP World Tour Masters 1000 Monte Carlo,"Monte Carlo, Monaco",2009.04.13 - 2009.04.19,Outdoor,Clay,2,Stan Wawrinka,L,46 57
846,2009,ATP World Tour Masters 1000 Monte Carlo,"Monte Carlo, Monaco",2009.04.13 - 2009.04.19,Outdoor,Clay,2,Andreas Seppi,W,64 64
847,2009,ATP World Tour Masters 1000 Miami,"Miami, FL, U.S.A.",2009.03.23 - 2009.04.05,Outdoor,Hard,2,Novak Djokovic,L,63 26 36
848,2009,ATP World Tour Masters 1000 Miami,"Miami, FL, U.S.A.",2009.03.23 - 2009.04.05,Outdoor,Hard,2,Andy Roddick,W,63 46 64
849,2009,ATP World Tour Masters 1000 Miami,"Miami, FL, U.S.A.",2009.03.23 - 2009.04.05,Outdoor,Hard,2,Taylor Dent,W,63 62
850,2009,ATP World Tour Masters 1000 Miami,"Miami, FL, U.S.A.",2009.03.23 - 2009.04.05,Outdoor,Hard,2,Nicolas Kiefer,W,64 61
851,2009,ATP World Tour Masters 1000 Miami,"Miami, FL, U.S.A.",2009.03.23 - 2009.04.05,Outdoor,Hard,2,Kevin Kim,W,63 62
852,2009,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2009.03.09 - 2009.03.22,Outdoor,Hard,2,Andy Murray,L,36 64 16
853,2009,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2009.03.09 - 2009.03.22,Outdoor,Hard,2,Fernando Verdasco,W,63 76(5) 
854,2009,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2009.03.09 - 2009.03.22,Outdoor,Hard,2,Fernando Gonzalez,W,63 57 62
855,2009,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2009.03.09 - 2009.03.22,Outdoor,Hard,2,Ivo Karlovic,W,76(4) 63
856,2009,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2009.03.09 - 2009.03.22,Outdoor,Hard,2,Marc Gicquel,W,76(4) 64
857,2009,Australian Open,"Melbourne, Australia",2009.01.19 - 2009.02.01,Outdoor,Hard,2,Rafael Nadal,L,57 63 67(3) 63 26
858,2009,Australian Open,"Melbourne, Australia",2009.01.19 - 2009.02.01,Outdoor,Hard,2,Andy Roddick,W,62 75 75
859,2009,Australian Open,"Melbourne, Australia",2009.01.19 - 2009.02.01,Outdoor,Hard,2,Juan Martin del Potro,W,63 60 60
860,2009,Australian Open,"Melbourne, Australia",2009.01.19 - 2009.02.01,Outdoor,Hard,2,Tomas Berdych,W,46 67(4) 64 64 62
861,2009,Australian Open,"Melbourne, Australia",2009.01.19 - 2009.02.01,Outdoor,Hard,2,Marat Safin,W,63 62 76(5) 
862,2009,Australian Open,"Melbourne, Australia",2009.01.19 - 2009.02.01,Outdoor,Hard,2,Evgeny Korolev,W,62 63 61
863,2009,Australian Open,"Melbourne, Australia",2009.01.19 - 2009.02.01,Outdoor,Hard,2,Andreas Seppi,W,61 76(4) 75
864,2009,Doha,"Doha, Qatar",2009.01.05 - 2009.01.11,Outdoor,Hard,2,Andy Murray,L,76(6) 26 26
865,2009,Doha,"Doha, Qatar",2009.01.05 - 2009.01.11,Outdoor,Hard,2,Philipp Kohlschreiber,W,62 76(6) 
866,2009,Doha,"Doha, Qatar",2009.01.05 - 2009.01.11,Outdoor,Hard,2,Andreas Seppi,W,63 63
867,2009,Doha,"Doha, Qatar",2009.01.05 - 2009.01.11,Outdoor,Hard,2,Potito Starace,W,62 62
868,2010,Barclays ATP World Tour Finals,"London, England",2010.11.22 - 2010.11.28,Indoor,Hard,2,Rafael Nadal,W,63 36 61
869,2010,Barclays ATP World Tour Finals,"London, England",2010.11.22 - 2010.11.28,Indoor,Hard,2,Novak Djokovic,W,61 64
870,2010,Barclays ATP World Tour Finals,"London, England",2010.11.22 - 2010.11.28,Indoor,Hard,2,Robin Soderling,W,76(5) 63
871,2010,Barclays ATP World Tour Finals,"London, England",2010.11.22 - 2010.11.28,Indoor,Hard,2,Andy Murray,W,64 62
872,2010,Barclays ATP World Tour Finals,"London, England",2010.11.22 - 2010.11.28,Indoor,Hard,2,David Ferrer,W,61 64
873,2010,ATP World Tour Masters 1000 Paris,"Paris, France",2010.11.08 - 2010.11.14,Indoor,Hard,2,Gael Monfils,L,67(7) 76(1) 67(4) 
874,2010,ATP World Tour Masters 1000 Paris,"Paris, France",2010.11.08 - 2010.11.14,Indoor,Hard,2,Jurgen Melzer,W,61 76(4) 
875,2010,ATP World Tour Masters 1000 Paris,"Paris, France",2010.11.08 - 2010.11.14,Indoor,Hard,2,Radek Stepanek,W,64 63
876,2010,ATP World Tour Masters 1000 Paris,"Paris, France",2010.11.08 - 2010.11.14,Indoor,Hard,2,Richard Gasquet,W,64 64
877,2010,Basel,"Basel, Switzerland",2010.11.01 - 2010.11.07,Indoor,Hard,2,Novak Djokovic,W,64 36 61
878,2010,Basel,"Basel, Switzerland",2010.11.01 - 2010.11.07,Indoor,Hard,2,Andy Roddick,W,62 64
879,2010,Basel,"Basel, Switzerland",2010.11.01 - 2010.11.07,Indoor,Hard,2,Radek Stepanek,W,63 62
880,2010,Basel,"Basel, Switzerland",2010.11.01 - 2010.11.07,Indoor,Hard,2,Janko Tipsarevic,W,63 64
881,2010,Basel,"Basel, Switzerland",2010.11.01 - 2010.11.07,Indoor,Hard,2,Alexandr Dolgopolov,W,64 52 (RET)
882,2010,Stockholm,"Stockholm, Sweden",2010.10.18 - 2010.10.24,Indoor,Hard,2,Florian Mayer,W,64 63
883,2010,Stockholm,"Stockholm, Sweden",2010.10.18 - 2010.10.24,Indoor,Hard,2,Ivan Ljubicic,W,76(5) 62
884,2010,Stockholm,"Stockholm, Sweden",2010.10.18 - 2010.10.24,Indoor,Hard,2,Stan Wawrinka,W,26 63 62
885,2010,Stockholm,"Stockholm, Sweden",2010.10.18 - 2010.10.24,Indoor,Hard,2,Taylor Dent,W,61 62
886,2010,ATP World Tour Masters 1000 Shanghai,"Shanghai, China",2010.10.11 - 2010.10.17,Outdoor,Hard,3,Andy Murray,L,36 26
887,2010,ATP World Tour Masters 1000 Shanghai,"Shanghai, China",2010.10.11 - 2010.10.17,Outdoor,Hard,3,Novak Djokovic,W,75 64
888,2010,ATP World Tour Masters 1000 Shanghai,"Shanghai, China",2010.10.11 - 2010.10.17,Outdoor,Hard,3,Robin Soderling,W,61 61
889,2010,ATP World Tour Masters 1000 Shanghai,"Shanghai, China",2010.10.11 - 2010.10.17,Outdoor,Hard,3,Andreas Seppi,W,63 64
890,2010,ATP World Tour Masters 1000 Shanghai,"Shanghai, China",2010.10.11 - 2010.10.17,Outdoor,Hard,3,John Isner,W,63 64
891,2010,US Open,"New York, NY, U.S.A.",2010.08.30 - 2010.09.12,Outdoor,Hard,2,Novak Djokovic,L,75 16 75 26 57
892,2010,US Open,"New York, NY, U.S.A.",2010.08.30 - 2010.09.12,Outdoor,Hard,2,Robin Soderling,W,64 64 75
893,2010,US Open,"New York, NY, U.S.A.",2010.08.30 - 2010.09.12,Outdoor,Hard,2,Jurgen Melzer,W,63 76(4) 63
894,2010,US Open,"New York, NY, U.S.A.",2010.08.30 - 2010.09.12,Outdoor,Hard,2,Paul-Henri Mathieu,W,64 63 63
895,2010,US Open,"New York, NY, U.S.A.",2010.08.30 - 2010.09.12,Outdoor,Hard,2,Andreas Beck,W,63 64 63
896,2010,US Open,"New York, NY, U.S.A.",2010.08.30 - 2010.09.12,Outdoor,Hard,2,Brian Dabul,W,61 64 62
897,2010,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, OH, U.S.A.",2010.08.16 - 2010.08.22,Outdoor,Hard,2,Mardy Fish,W,67(5) 76(1) 64
898,2010,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, OH, U.S.A.",2010.08.16 - 2010.08.22,Outdoor,Hard,2,Marcos Baghdatis,W,64 63
899,2010,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, OH, U.S.A.",2010.08.16 - 2010.08.22,Outdoor,Hard,2,Nikolay Davydenko,W,64 75
900,2010,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, OH, U.S.A.",2010.08.16 - 2010.08.22,Outdoor,Hard,2,Philipp Kohlschreiber,W,(W/O)
901,2010,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, OH, U.S.A.",2010.08.16 - 2010.08.22,Outdoor,Hard,2,Denis Istomin,W,52 (RET)
902,2010,ATP World Tour Masters 1000 Canada,"Toronto, Canada",2010.08.09 - 2010.08.15,Outdoor,Hard,3,Andy Murray,L,57 57
903,2010,ATP World Tour Masters 1000 Canada,"Toronto, Canada",2010.08.09 - 2010.08.15,Outdoor,Hard,3,Novak Djokovic,W,61 36 75
904,2010,ATP World Tour Masters 1000 Canada,"Toronto, Canada",2010.08.09 - 2010.08.15,Outdoor,Hard,3,Tomas Berdych,W,63 57 76(5) 
905,2010,ATP World Tour Masters 1000 Canada,"Toronto, Canada",2010.08.09 - 2010.08.15,Outdoor,Hard,3,Michael Llodra,W,76(2) 63
906,2010,ATP World Tour Masters 1000 Canada,"Toronto, Canada",2010.08.09 - 2010.08.15,Outdoor,Hard,3,Juan Ignacio Chela,W,76(7) 63
907,2010,Wimbledon,"London, Great Britain",2010.06.21 - 2010.07.04,Outdoor,Grass,2,Tomas Berdych,L,46 63 16 46
908,2010,Wimbledon,"London, Great Britain",2010.06.21 - 2010.07.04,Outdoor,Grass,2,Jurgen Melzer,W,63 62 63
909,2010,Wimbledon,"London, Great Britain",2010.06.21 - 2010.07.04,Outdoor,Grass,2,Arnaud Clement,W,62 64 62
910,2010,Wimbledon,"London, Great Britain",2010.06.21 - 2010.07.04,Outdoor,Grass,2,Ilija Bozoljac,W,63 67(4) 64 76(5) 
911,2010,Wimbledon,"London, Great Britain",2010.06.21 - 2010.07.04,Outdoor,Grass,2,Alejandro Falla,W,57 46 64 76(1) 60
912,2010,Halle,"Halle, Germany",2010.06.07 - 2010.06.13,Outdoor,Grass,2,Lleyton Hewitt,L,63 67(4) 46
913,2010,Halle,"Halle, Germany",2010.06.07 - 2010.06.13,Outdoor,Grass,2,Philipp Petzschner,W,76(3) 64
914,2010,Halle,"Halle, Germany",2010.06.07 - 2010.06.13,Outdoor,Grass,2,Philipp Kohlschreiber,W,75 63
915,2010,Halle,"Halle, Germany",2010.06.07 - 2010.06.13,Outdoor,Grass,2,Alejandro Falla,W,61 62
916,2010,Halle,"Halle, Germany",2010.06.07 - 2010.06.13,Outdoor,Grass,2,Jarkko Nieminen,W,64 64
917,2010,Roland Garros,"Paris, France",2010.05.24 - 2010.06.06,Outdoor,Clay,1,Robin Soderling,L,63 36 57 46
918,2010,Roland Garros,"Paris, France",2010.05.24 - 2010.06.06,Outdoor,Clay,1,Stan Wawrinka,W,63 76(5) 62
919,2010,Roland Garros,"Paris, France",2010.05.24 - 2010.06.06,Outdoor,Clay,1,Julian Reister,W,64 60 64
920,2010,Roland Garros,"Paris, France",2010.05.24 - 2010.06.06,Outdoor,Clay,1,Alejandro Falla,W,76(4) 62 64
921,2010,Roland Garros,"Paris, France",2010.05.24 - 2010.06.06,Outdoor,Clay,1,Peter Luczak,W,64 61 62
922,2010,ATP World Tour Masters 1000 Madrid,"Madrid, Spain",2010.05.10 - 2010.05.16,Outdoor,Clay,1,Rafael Nadal,L,46 67(5) 
923,2010,ATP World Tour Masters 1000 Madrid,"Madrid, Spain",2010.05.10 - 2010.05.16,Outdoor,Clay,1,David Ferrer,W,75 36 63
924,2010,ATP World Tour Masters 1000 Madrid,"Madrid, Spain",2010.05.10 - 2010.05.16,Outdoor,Clay,1,Ernests Gulbis,W,36 61 64
925,2010,ATP World Tour Masters 1000 Madrid,"Madrid, Spain",2010.05.10 - 2010.05.16,Outdoor,Clay,1,Stan Wawrinka,W,63 61
926,2010,ATP World Tour Masters 1000 Madrid,"Madrid, Spain",2010.05.10 - 2010.05.16,Outdoor,Clay,1,Benjamin Becker,W,62 76(4) 
927,2010,Estoril,"Estoril, Portugal",2010.05.03 - 2010.05.09,Outdoor,Clay,1,Albert Montanes,L,26 67(5) 
928,2010,Estoril,"Estoril, Portugal",2010.05.03 - 2010.05.09,Outdoor,Clay,1,Arnaud Clement,W,76(7) 62
929,2010,Estoril,"Estoril, Portugal",2010.05.03 - 2010.05.09,Outdoor,Clay,1,Bjorn Phau,W,63 64
930,2010,ATP World Tour Masters 1000 Rome,"Rome, Italy",2010.04.26 - 2010.05.02,Outdoor,Clay,1,Ernests Gulbis,L,62 16 57
931,2010,ATP World Tour Masters 1000 Miami,"Miami, FL, U.S.A.",2010.03.22 - 2010.04.04,Outdoor,Hard,1,Tomas Berdych,L,46 76(3) 67(6) 
932,2010,ATP World Tour Masters 1000 Miami,"Miami, FL, U.S.A.",2010.03.22 - 2010.04.04,Outdoor,Hard,1,Florent Serra,W,76(2) 76(3) 
933,2010,ATP World Tour Masters 1000 Miami,"Miami, FL, U.S.A.",2010.03.22 - 2010.04.04,Outdoor,Hard,1,Nicolas Lapentti,W,63 63
934,2010,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2010.03.08 - 2010.03.21,Outdoor,Hard,1,Marcos Baghdatis,L,75 57 67(4) 
935,2010,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2010.03.08 - 2010.03.21,Outdoor,Hard,1,Victor Hanescu,W,63 67(5) 61
936,2010,Australian Open,"Melbourne, Australia",2010.01.18 - 2010.01.31,Outdoor,Hard,1,Andy Murray,W,63 64 76(11) 
937,2010,Australian Open,"Melbourne, Australia",2010.01.18 - 2010.01.31,Outdoor,Hard,1,Jo-Wilfried Tsonga,W,62 63 62
938,2010,Australian Open,"Melbourne, Australia",2010.01.18 - 2010.01.31,Outdoor,Hard,1,Nikolay Davydenko,W,26 63 60 75
939,2010,Australian Open,"Melbourne, Australia",2010.01.18 - 2010.01.31,Outdoor,Hard,1,Lleyton Hewitt,W,62 63 64
940,2010,Australian Open,"Melbourne, Australia",2010.01.18 - 2010.01.31,Outdoor,Hard,1,Albert Montanes,W,63 64 64
941,2010,Australian Open,"Melbourne, Australia",2010.01.18 - 2010.01.31,Outdoor,Hard,1,Victor Hanescu,W,62 63 62
942,2010,Australian Open,"Melbourne, Australia",2010.01.18 - 2010.01.31,Outdoor,Hard,1,Igor Andreev,W,46 62 76(2) 60
943,2010,Doha,"Doha, Qatar",2010.01.04 - 2010.01.09,Outdoor,Hard,1,Nikolay Davydenko,L,46 46
944,2010,Doha,"Doha, Qatar",2010.01.04 - 2010.01.09,Outdoor,Hard,1,Ernests Gulbis,W,62 46 64
945,2010,Doha,"Doha, Qatar",2010.01.04 - 2010.01.09,Outdoor,Hard,1,Evgeny Korolev,W,62 64
946,2010,Doha,"Doha, Qatar",2010.01.04 - 2010.01.09,Outdoor,Hard,1,Christophe Rochus,W,61 62
947,2011,Barclays ATP World Tour Finals,"London, Great Britain",2011.11.21 - 2011.11.27,Indoor,Hard,4,Jo-Wilfried Tsonga,W,63 67(6) 63
948,2011,Barclays ATP World Tour Finals,"London, Great Britain",2011.11.21 - 2011.11.27,Indoor,Hard,4,David Ferrer,W,75 63
949,2011,Barclays ATP World Tour Finals,"London, Great Britain",2011.11.21 - 2011.11.27,Indoor,Hard,4,Mardy Fish,W,61 36 63
950,2011,Barclays ATP World Tour Finals,"London, Great Britain",2011.11.21 - 2011.11.27,Indoor,Hard,4,Rafael Nadal,W,63 60
951,2011,Barclays ATP World Tour Finals,"London, Great Britain",2011.11.21 - 2011.11.27,Indoor,Hard,4,Jo-Wilfried Tsonga,W,62 26 64
952,2011,ATP World Tour Masters 1000 Paris,"Paris, France",2011.11.07 - 2011.11.13,Indoor,Hard,4,Jo-Wilfried Tsonga,W,61 76(3) 
953,2011,ATP World Tour Masters 1000 Paris,"Paris, France",2011.11.07 - 2011.11.13,Indoor,Hard,4,Tomas Berdych,W,64 63
954,2011,ATP World Tour Masters 1000 Paris,"Paris, France",2011.11.07 - 2011.11.13,Indoor,Hard,4,Juan Monaco,W,63 75
955,2011,ATP World Tour Masters 1000 Paris,"Paris, France",2011.11.07 - 2011.11.13,Indoor,Hard,4,Richard Gasquet,W,62 64
956,2011,ATP World Tour Masters 1000 Paris,"Paris, France",2011.11.07 - 2011.11.13,Indoor,Hard,4,Adrian Mannarino,W,62 63
957,2011,Basel,"Basel, Switzerland",2011.10.31 - 2011.11.06,Indoor,Hard,4,Kei Nishikori,W,61 63
958,2011,Basel,"Basel, Switzerland",2011.10.31 - 2011.11.06,Indoor,Hard,4,Stan Wawrinka,W,76(5) 62
959,2011,Basel,"Basel, Switzerland",2011.10.31 - 2011.11.06,Indoor,Hard,4,Andy Roddick,W,63 62
960,2011,Basel,"Basel, Switzerland",2011.10.31 - 2011.11.06,Indoor,Hard,4,Jarkko Nieminen,W,61 46 63
961,2011,Basel,"Basel, Switzerland",2011.10.31 - 2011.11.06,Indoor,Hard,4,Potito Starace,W,76(3) 64
962,2011,AUS vs SUI WG Play-Off,Australia,2011.09.12 - 2011.09.18,Outdoor,Grass,3,Bernard Tomic,W,62 75 36 63
963,2011,AUS vs SUI WG Play-Off,Australia,2011.09.12 - 2011.09.18,Outdoor,Grass,3,Lleyton Hewitt,W,57 76(5) 62 63
964,2011,US Open,"New York, NY, U.S.A.",2011.08.29 - 2011.09.11,Outdoor,Hard,3,Novak Djokovic,L,76(7) 64 36 26 57
965,2011,US Open,"New York, NY, U.S.A.",2011.08.29 - 2011.09.11,Outdoor,Hard,3,Jo-Wilfried Tsonga,W,64 63 63
966,2011,US Open,"New York, NY, U.S.A.",2011.08.29 - 2011.09.11,Outdoor,Hard,3,Juan Monaco,W,61 62 60
967,2011,US Open,"New York, NY, U.S.A.",2011.08.29 - 2011.09.11,Outdoor,Hard,3,Marin Cilic,W,63 46 64 62
968,2011,US Open,"New York, NY, U.S.A.",2011.08.29 - 2011.09.11,Outdoor,Hard,3,Dudi Sela,W,63 62 62
969,2011,US Open,"New York, NY, U.S.A.",2011.08.29 - 2011.09.11,Outdoor,Hard,3,Santiago Giraldo,W,64 63 62
970,2011,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, OH, U.S.A.",2011.08.15 - 2011.08.21,Outdoor,Hard,3,Tomas Berdych,L,26 67(3) 
971,2011,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, OH, U.S.A.",2011.08.15 - 2011.08.21,Outdoor,Hard,3,James Blake,W,64 61
972,2011,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, OH, U.S.A.",2011.08.15 - 2011.08.21,Outdoor,Hard,3,Juan Martin del Potro,W,63 75
973,2011,ATP World Tour Masters 1000 Canada,"Montreal, Canada",2011.08.08 - 2011.08.14,Outdoor,Hard,3,Jo-Wilfried Tsonga,L,67(3) 64 16
974,2011,ATP World Tour Masters 1000 Canada,"Montreal, Canada",2011.08.08 - 2011.08.14,Outdoor,Hard,3,Vasek Pospisil,W,75 63
975,2011,SUI vs. POR EAG 1 2nd RD,Switzerland,2011.07.04 - 2011.07.10,Indoor,Hard,3,Rui Machado,W,57 63 64 62
976,2011,Wimbledon,"London, Great Britain",2011.06.20 - 2011.07.03,Outdoor,Grass,3,Jo-Wilfried Tsonga,L,63 76(3) 46 46 46
977,2011,Wimbledon,"London, Great Britain",2011.06.20 - 2011.07.03,Outdoor,Grass,3,Mikhail Youzhny,W,67(5) 63 63 63
978,2011,Wimbledon,"London, Great Britain",2011.06.20 - 2011.07.03,Outdoor,Grass,3,David Nalbandian,W,64 62 64
979,2011,Wimbledon,"London, Great Britain",2011.06.20 - 2011.07.03,Outdoor,Grass,3,Adrian Mannarino,W,62 63 62
980,2011,Wimbledon,"London, Great Britain",2011.06.20 - 2011.07.03,Outdoor,Grass,3,Mikhail Kukushkin,W,76(2) 64 62
981,2011,Roland Garros,"Paris, France",2011.05.23 - 2011.06.05,Outdoor,Clay,3,Rafael Nadal,L,57 67(3) 75 16
982,2011,Roland Garros,"Paris, France",2011.05.23 - 2011.06.05,Outdoor,Clay,3,Novak Djokovic,W,76(5) 63 36 76(5) 
983,2011,Roland Garros,"Paris, France",2011.05.23 - 2011.06.05,Outdoor,Clay,3,Gael Monfils,W,64 63 76(3) 
984,2011,Roland Garros,"Paris, France",2011.05.23 - 2011.06.05,Outdoor,Clay,3,Stan Wawrinka,W,63 62 75
985,2011,Roland Garros,"Paris, France",2011.05.23 - 2011.06.05,Outdoor,Clay,3,Janko Tipsarevic,W,61 64 63
986,2011,Roland Garros,"Paris, France",2011.05.23 - 2011.06.05,Outdoor,Clay,3,Maxime Teixeira,W,63 60 62
987,2011,Roland Garros,"Paris, France",2011.05.23 - 2011.06.05,Outdoor,Clay,3,Feliciano Lopez,W,63 64 76(3) 
988,2011,ATP World Tour Masters 1000 Rome,"Rome, Italy",2011.05.09 - 2011.05.15,Outdoor,Clay,3,Richard Gasquet,L,64 67(2) 67(4) 
989,2011,ATP World Tour Masters 1000 Rome,"Rome, Italy",2011.05.09 - 2011.05.15,Outdoor,Clay,3,Jo-Wilfried Tsonga,W,64 62
990,2011,ATP World Tour Masters 1000 Madrid,"Madrid, Spain",2011.05.02 - 2011.05.08,Outdoor,Clay,3,Rafael Nadal,L,75 16 36
991,2011,ATP World Tour Masters 1000 Madrid,"Madrid, Spain",2011.05.02 - 2011.05.08,Outdoor,Clay,3,Robin Soderling,W,76(2) 64
992,2011,ATP World Tour Masters 1000 Madrid,"Madrid, Spain",2011.05.02 - 2011.05.08,Outdoor,Clay,3,Xavier Malisse,W,64 63
993,2011,ATP World Tour Masters 1000 Madrid,"Madrid, Spain",2011.05.02 - 2011.05.08,Outdoor,Clay,3,Feliciano Lopez,W,76(13) 67(1) 76(7) 
994,2011,ATP World Tour Masters 1000 Monte Carlo,"Monte Carlo, Monaco",2011.04.11 - 2011.04.17,Outdoor,Clay,3,Jurgen Melzer,L,46 46
995,2011,ATP World Tour Masters 1000 Monte Carlo,"Monte Carlo, Monaco",2011.04.11 - 2011.04.17,Outdoor,Clay,3,Marin Cilic,W,64 63
996,2011,ATP World Tour Masters 1000 Monte Carlo,"Monte Carlo, Monaco",2011.04.11 - 2011.04.17,Outdoor,Clay,3,Philipp Kohlschreiber,W,62 61
997,2011,ATP World Tour Masters 1000 Miami,"Miami, FL, U.S.A.",2011.03.21 - 2011.04.03,Outdoor,Hard,3,Rafael Nadal,L,36 26
998,2011,ATP World Tour Masters 1000 Miami,"Miami, FL, U.S.A.",2011.03.21 - 2011.04.03,Outdoor,Hard,3,Gilles Simon,W,30 (RET)
999,2011,ATP World Tour Masters 1000 Miami,"Miami, FL, U.S.A.",2011.03.21 - 2011.04.03,Outdoor,Hard,3,Olivier Rochus,W,63 61
1000,2011,ATP World Tour Masters 1000 Miami,"Miami, FL, U.S.A.",2011.03.21 - 2011.04.03,Outdoor,Hard,3,Juan Monaco,W,76(4) 64
1001,2011,ATP World Tour Masters 1000 Miami,"Miami, FL, U.S.A.",2011.03.21 - 2011.04.03,Outdoor,Hard,3,Radek Stepanek,W,63 63
1002,2011,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2011.03.07 - 2011.03.20,Outdoor,Hard,2,Novak Djokovic,L,36 63 26
1003,2011,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2011.03.07 - 2011.03.20,Outdoor,Hard,2,Stan Wawrinka,W,63 64
1004,2011,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2011.03.07 - 2011.03.20,Outdoor,Hard,2,Ryan Harrison,W,76(4) 63
1005,2011,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2011.03.07 - 2011.03.20,Outdoor,Hard,2,Juan Ignacio Chela,W,60 62
1006,2011,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2011.03.07 - 2011.03.20,Outdoor,Hard,2,Igor Andreev,W,75 76(4) 
